sample_id,gt,predicted,offline_id,cm_id
337811,True,True,e96a5109-0f98-4d2b-9f2c-265ad9facd50,2897315646
337812,True,False,6e750c6b-4fc3-4a13-b510-324e906af82b,2897929078
